county,precinct,office,district,party,candidate,votes
Wyoming,Tunkhannock Boro Wards 2,President,,Write-Ins,WI,0
Wyoming,Tunkhannock Boro Wards 2,President,,Scattered,SC,4
Wyoming,Tunkhannock Boro Wards 3,President,,DEM,BIDEN/HARRIS,73
Wyoming,Tunkhannock Boro Wards 3,President,,REP,TRUMP/PENCE,126
Wyoming,Tunkhannock Boro Wards 3,President,,LIB,JORGENSEN/COHEN,6
Wyoming,Tunkhannock Boro Wards 3,President,,Write-Ins,WI,0
Wyoming,Tunkhannock Boro Wards 3,President,,Scattered,SC,1
Wyoming,Tunkhannock Boro Wards 4,President,,DEM,BIDEN/HARRIS,95
Wyoming,Tunkhannock Boro Wards 4,President,,REP,TRUMP/PENCE,139
Wyoming,Tunkhannock Boro Wards 4,President,,LIB,JORGENSEN/COHEN,7
Wyoming,Tunkhannock Boro Wards 4,President,,Write-Ins,WI,0
Wyoming,Tunkhannock Boro Wards 4,President,,Scattered,SC,1
Wyoming,Tunkhannock Twp #1,President,,DEM,BIDEN/HARRIS,545
Wyoming,Tunkhannock Twp #1,President,,REP,TRUMP/PENCE,983
Wyoming,Tunkhannock Twp #1,President,,LIB,JORGENSEN/COHEN,27
Wyoming,Tunkhannock Twp #1,President,,Write-Ins,WI,0
Wyoming,Tunkhannock Twp #1,President,,Scattered,SC,6
Wyoming,Tunkhannock Twp #2,President,,DEM,BIDEN/HARRIS,243
Wyoming,Tunkhannock Twp #2,President,,REP,TRUMP/PENCE,478
Wyoming,Tunkhannock Twp #2,President,,LIB,JORGENSEN/COHEN,5
Wyoming,Tunkhannock Twp #2,President,,Write-Ins,WI,0
Wyoming,Tunkhannock Twp #2,President,,Scattered,SC,0
Wyoming,Washington Township,President,,DEM,BIDEN/HARRIS,193
Wyoming,Washington Township,President,,REP,TRUMP/PENCE,542
Wyoming,Washington Township,President,,LIB,JORGENSEN/COHEN,12
Wyoming,Washington Township,President,,Write-Ins,WI,0
Wyoming,Washington Township,President,,Scattered,SC,1
Wyoming,Windham Township,President,,DEM,BIDEN/HARRIS,84
Wyoming,Windham Township,President,,REP,TRUMP/PENCE,336
Wyoming,Windham Township,President,,LIB,JORGENSEN/COHEN,5
Wyoming,Windham Township,President,,Write-Ins,WI,0
Wyoming,Windham Township,President,,Scattered,SC,1
Wyoming,Braintrim Township,Attorney General,,DEM,JOSH SHAPIRO,53
Wyoming,Braintrim Township,Attorney General,,REP,HEATHER HEIDELBAUGH,176
Wyoming,Braintrim Township,Attorney General,,,DANIEL WASSNER,2
Wyoming,Braintrim Township,Attorney General,,GRN,RICHARD L WEISS,0
Wyoming,Braintrim Township,Attorney General,,Write-Ins,WI,0
Wyoming,Braintrim Township,Attorney General,,Scattered,SC,0
Wyoming,Clinton Township,Attorney General,,DEM,JOSH SHAPIRO,324
Wyoming,Clinton Township,Attorney General,,REP,HEATHER HEIDELBAUGH,442
Wyoming,Clinton Township,Attorney General,,,DANIEL WASSNER,12
Wyoming,Clinton Township,Attorney General,,GRN,RICHARD L WEISS,15
Wyoming,Clinton Township,Attorney General,,Write-Ins,WI,0
Wyoming,Clinton Township,Attorney General,,Scattered,SC,0
Wyoming,Eaton Township,Attorney General,,DEM,JOSH SHAPIRO,308
Wyoming,Eaton Township,Attorney General,,REP,HEATHER HEIDELBAUGH,545
Wyoming,Eaton Township,Attorney General,,,DANIEL WASSNER,22
Wyoming,Eaton Township,Attorney General,,GRN,RICHARD L WEISS,14
Wyoming,Eaton Township,Attorney General,,Write-Ins,WI,0
Wyoming,Eaton Township,Attorney General,,Scattered,SC,0
Wyoming,Exeter Township,Attorney General,,DEM,JOSH SHAPIRO,148
Wyoming,Exeter Township,Attorney General,,REP,HEATHER HEIDELBAUGH,247
Wyoming,Exeter Township,Attorney General,,,DANIEL WASSNER,8
Wyoming,Exeter Township,Attorney General,,GRN,RICHARD L WEISS,4
Wyoming,Exeter Township,Attorney General,,Write-Ins,WI,0
Wyoming,Exeter Township,Attorney General,,Scattered,SC,0
Wyoming,Factoryville Boro Wards 1,Attorney General,,DEM,JOSH SHAPIRO,123
Wyoming,Factoryville Boro Wards 1,Attorney General,,REP,HEATHER HEIDELBAUGH,116
Wyoming,Factoryville Boro Wards 1,Attorney General,,,DANIEL WASSNER,6
Wyoming,Factoryville Boro Wards 1,Attorney General,,GRN,RICHARD L WEISS,6
Wyoming,Factoryville Boro Wards 1,Attorney General,,Write-Ins,WI,0
Wyoming,Factoryville Boro Wards 1,Attorney General,,Scattered,SC,0
Wyoming,Factoryville Boro Wards 2,Attorney General,,DEM,JOSH SHAPIRO,109
Wyoming,Factoryville Boro Wards 2,Attorney General,,REP,HEATHER HEIDELBAUGH,103
Wyoming,Factoryville Boro Wards 2,Attorney General,,,DANIEL WASSNER,5
Wyoming,Factoryville Boro Wards 2,Attorney General,,GRN,RICHARD L WEISS,1
Wyoming,Factoryville Boro Wards 2,Attorney General,,Write-Ins,WI,0
Wyoming,Factoryville Boro Wards 2,Attorney General,,Scattered,SC,0
Wyoming,Falls Township,Attorney General,,DEM,JOSH SHAPIRO,387
Wyoming,Falls Township,Attorney General,,REP,HEATHER HEIDELBAUGH,631
Wyoming,Falls Township,Attorney General,,,DANIEL WASSNER,14
Wyoming,Falls Township,Attorney General,,GRN,RICHARD L WEISS,15
Wyoming,Falls Township,Attorney General,,Write-Ins,WI,0
Wyoming,Falls Township,Attorney General,,Scattered,SC,0
Wyoming,Forkston Township,Attorney General,,DEM,JOSH SHAPIRO,51
Wyoming,Forkston Township,Attorney General,,REP,HEATHER HEIDELBAUGH,129
Wyoming,Forkston Township,Attorney General,,,DANIEL WASSNER,2
Wyoming,Forkston Township,Attorney General,,GRN,RICHARD L WEISS,3
Wyoming,Forkston Township,Attorney General,,Write-Ins,WI,0
Wyoming,Forkston Township,Attorney General,,Scattered,SC,2
Wyoming,Laceyville Borough,Attorney General,,DEM,JOSH SHAPIRO,36
Wyoming,Laceyville Borough,Attorney General,,REP,HEATHER HEIDELBAUGH,126
Wyoming,Laceyville Borough,Attorney General,,,DANIEL WASSNER,0
Wyoming,Laceyville Borough,Attorney General,,GRN,RICHARD L WEISS,5
Wyoming,Laceyville Borough,Attorney General,,Write-Ins,WI,0
Wyoming,Laceyville Borough,Attorney General,,Scattered,SC,0
Wyoming,Lemon Township,Attorney General,,DEM,JOSH SHAPIRO,228
Wyoming,Lemon Township,Attorney General,,REP,HEATHER HEIDELBAUGH,436
Wyoming,Lemon Township,Attorney General,,,DANIEL WASSNER,9
Wyoming,Lemon Township,Attorney General,,GRN,RICHARD L WEISS,6
Wyoming,Lemon Township,Attorney General,,Write-Ins,WI,0
Wyoming,Lemon Township,Attorney General,,Scattered,SC,1
Wyoming,Mehoopany Township,Attorney General,,DEM,JOSH SHAPIRO,110
Wyoming,Mehoopany Township,Attorney General,,REP,HEATHER HEIDELBAUGH,328
Wyoming,Mehoopany Township,Attorney General,,,DANIEL WASSNER,9
Wyoming,Mehoopany Township,Attorney General,,GRN,RICHARD L WEISS,5
Wyoming,Mehoopany Township,Attorney General,,Write-Ins,WI,0
Wyoming,Mehoopany Township,Attorney General,,Scattered,SC,0
Wyoming,Meshoppen Borough,Attorney General,,DEM,JOSH SHAPIRO,35
Wyoming,Meshoppen Borough,Attorney General,,REP,HEATHER HEIDELBAUGH,97
Wyoming,Meshoppen Borough,Attorney General,,,DANIEL WASSNER,4
Wyoming,Meshoppen Borough,Attorney General,,GRN,RICHARD L WEISS,1
Wyoming,Meshoppen Borough,Attorney General,,Write-Ins,WI,0
Wyoming,Meshoppen Borough,Attorney General,,Scattered,SC,0
Wyoming,Meshoppen Township,Attorney General,,DEM,JOSH SHAPIRO,104
Wyoming,Meshoppen Township,Attorney General,,REP,HEATHER HEIDELBAUGH,333
Wyoming,Meshoppen Township,Attorney General,,,DANIEL WASSNER,5
Wyoming,Meshoppen Township,Attorney General,,GRN,RICHARD L WEISS,5
Wyoming,Meshoppen Township,Attorney General,,Write-Ins,WI,0
Wyoming,Meshoppen Township,Attorney General,,Scattered,SC,1
Wyoming,Monroe Township,Attorney General,,DEM,JOSH SHAPIRO,277
Wyoming,Monroe Township,Attorney General,,REP,HEATHER HEIDELBAUGH,627
Wyoming,Monroe Township,Attorney General,,,DANIEL WASSNER,18
Wyoming,Monroe Township,Attorney General,,GRN,RICHARD L WEISS,7
Wyoming,Monroe Township,Attorney General,,Write-Ins,WI,0
Wyoming,Monroe Township,Attorney General,,Scattered,SC,1
Wyoming,Nicholson Boro,Attorney General,,DEM,JOSH SHAPIRO,151
Wyoming,Nicholson Boro,Attorney General,,REP,HEATHER HEIDELBAUGH,205
Wyoming,Nicholson Boro,Attorney General,,,DANIEL WASSNER,7
Wyoming,Nicholson Boro,Attorney General,,GRN,RICHARD L WEISS,7
Wyoming,Nicholson Boro,Attorney General,,Write-Ins,WI,0
Wyoming,Nicholson Boro,Attorney General,,Scattered,SC,0
Wyoming,Nicholson Township,Attorney General,,DEM,JOSH SHAPIRO,237
Wyoming,Nicholson Township,Attorney General,,REP,HEATHER HEIDELBAUGH,474
Wyoming,Nicholson Township,Attorney General,,,DANIEL WASSNER,14
Wyoming,Nicholson Township,Attorney General,,GRN,RICHARD L WEISS,5
Wyoming,Nicholson Township,Attorney General,,Write-Ins,WI,0
Wyoming,Nicholson Township,Attorney General,,Scattered,SC,1
Wyoming,North Branch Township,Attorney General,,DEM,JOSH SHAPIRO,32
Wyoming,North Branch Township,Attorney General,,REP,HEATHER HEIDELBAUGH,115
Wyoming,North Branch Township,Attorney General,,,DANIEL WASSNER,0
Wyoming,North Branch Township,Attorney General,,GRN,RICHARD L WEISS,1
Wyoming,North Branch Township,Attorney General,,Write-Ins,WI,0
Wyoming,North Branch Township,Attorney General,,Scattered,SC,0
Wyoming,Northmoreland Township,Attorney General,,DEM,JOSH SHAPIRO,307
Wyoming,Northmoreland Township,Attorney General,,REP,HEATHER HEIDELBAUGH,532
Wyoming,Northmoreland Township,Attorney General,,,DANIEL WASSNER,14
Wyoming,Northmoreland Township,Attorney General,,GRN,RICHARD L WEISS,10
Wyoming,Northmoreland Township,Attorney General,,Write-Ins,WI,0
Wyoming,Northmoreland Township,Attorney General,,Scattered,SC,1
Wyoming,Noxen Township,Attorney General,,DEM,JOSH SHAPIRO,124
Wyoming,Noxen Township,Attorney General,,REP,HEATHER HEIDELBAUGH,309
Wyoming,Noxen Township,Attorney General,,,DANIEL WASSNER,8
Wyoming,Noxen Township,Attorney General,,GRN,RICHARD L WEISS,12
Wyoming,Noxen Township,Attorney General,,Write-Ins,WI,0
Wyoming,Noxen Township,Attorney General,,Scattered,SC,0
Wyoming,Overfield Township,Attorney General,,DEM,JOSH SHAPIRO,401
Wyoming,Overfield Township,Attorney General,,REP,HEATHER HEIDELBAUGH,495
Wyoming,Overfield Township,Attorney General,,,DANIEL WASSNER,19
Wyoming,Overfield Township,Attorney General,,GRN,RICHARD L WEISS,11
Wyoming,Overfield Township,Attorney General,,Write-Ins,WI,0
Wyoming,Overfield Township,Attorney General,,Scattered,SC,0
Wyoming,Tunkhannock Boro Wards 1,Attorney General,,DEM,JOSH SHAPIRO,54
Wyoming,Tunkhannock Boro Wards 1,Attorney General,,REP,HEATHER HEIDELBAUGH,100
Wyoming,Tunkhannock Boro Wards 1,Attorney General,,,DANIEL WASSNER,7
Wyoming,Tunkhannock Boro Wards 1,Attorney General,,GRN,RICHARD L WEISS,0
Wyoming,Tunkhannock Boro Wards 1,Attorney General,,Write-Ins,WI,0
Wyoming,Tunkhannock Boro Wards 1,Attorney General,,Scattered,SC,0
Wyoming,Tunkhannock Boro Wards 2,Attorney General,,DEM,JOSH SHAPIRO,144
Wyoming,Tunkhannock Boro Wards 2,Attorney General,,REP,HEATHER HEIDELBAUGH,175
Wyoming,Tunkhannock Boro Wards 2,Attorney General,,,DANIEL WASSNER,6
Wyoming,Tunkhannock Boro Wards 2,Attorney General,,GRN,RICHARD L WEISS,2
Wyoming,Tunkhannock Boro Wards 2,Attorney General,,Write-Ins,WI,0
Wyoming,Tunkhannock Boro Wards 2,Attorney General,,Scattered,SC,1
Wyoming,Tunkhannock Boro Wards 3,Attorney General,,DEM,JOSH SHAPIRO,85
Wyoming,Tunkhannock Boro Wards 3,Attorney General,,REP,HEATHER HEIDELBAUGH,108
Wyoming,Tunkhannock Boro Wards 3,Attorney General,,,DANIEL WASSNER,5
Wyoming,Tunkhannock Boro Wards 3,Attorney General,,GRN,RICHARD L WEISS,2
Wyoming,Tunkhannock Boro Wards 3,Attorney General,,Write-Ins,WI,0
Wyoming,Tunkhannock Boro Wards 3,Attorney General,,Scattered,SC,0
Wyoming,Tunkhannock Boro Wards 4,Attorney General,,DEM,JOSH SHAPIRO,101
Wyoming,Tunkhannock Boro Wards 4,Attorney General,,REP,HEATHER HEIDELBAUGH,130
Wyoming,Tunkhannock Boro Wards 4,Attorney General,,,DANIEL WASSNER,6
Wyoming,Tunkhannock Boro Wards 4,Attorney General,,GRN,RICHARD L WEISS,2
Wyoming,Tunkhannock Boro Wards 4,Attorney General,,Write-Ins,WI,0
Wyoming,Tunkhannock Boro Wards 4,Attorney General,,Scattered,SC,0
Wyoming,Tunkhannock Twp #1,Attorney General,,DEM,JOSH SHAPIRO,590
Wyoming,Tunkhannock Twp #1,Attorney General,,REP,HEATHER HEIDELBAUGH,914
Wyoming,Tunkhannock Twp #1,Attorney General,,,DANIEL WASSNER,22
Wyoming,Tunkhannock Twp #1,Attorney General,,GRN,RICHARD L WEISS,9
Wyoming,Tunkhannock Twp #1,Attorney General,,Write-Ins,WI,0
Wyoming,Tunkhannock Twp #1,Attorney General,,Scattered,SC,0
Wyoming,Tunkhannock Twp #2,Attorney General,,DEM,JOSH SHAPIRO,248
Wyoming,Tunkhannock Twp #2,Attorney General,,REP,HEATHER HEIDELBAUGH,446
Wyoming,Tunkhannock Twp #2,Attorney General,,,DANIEL WASSNER,13
Wyoming,Tunkhannock Twp #2,Attorney General,,GRN,RICHARD L WEISS,5
Wyoming,Tunkhannock Twp #2,Attorney General,,Write-Ins,WI,0
Wyoming,Tunkhannock Twp #2,Attorney General,,Scattered,SC,0
Wyoming,Washington Township,Attorney General,,DEM,JOSH SHAPIRO,209
Wyoming,Washington Township,Attorney General,,REP,HEATHER HEIDELBAUGH,508
Wyoming,Washington Township,Attorney General,,,DANIEL WASSNER,19
Wyoming,Washington Township,Attorney General,,GRN,RICHARD L WEISS,3
Wyoming,Washington Township,Attorney General,,Write-Ins,WI,0
Wyoming,Washington Township,Attorney General,,Scattered,SC,1
Wyoming,Windham Township,Attorney General,,DEM,JOSH SHAPIRO,101
Wyoming,Windham Township,Attorney General,,REP,HEATHER HEIDELBAUGH,305
Wyoming,Windham Township,Attorney General,,,DANIEL WASSNER,1
Wyoming,Windham Township,Attorney General,,GRN,RICHARD L WEISS,7
Wyoming,Windham Township,Attorney General,,Write-Ins,WI,0
Wyoming,Windham Township,Attorney General,,Scattered,SC,0
Wyoming,Braintrim Township,Auditor General,,DEM,NINA AHMAD,41
Wyoming,Braintrim Township,Auditor General,,REP,TIMOTHY DEFOOR,179
Wyoming,Braintrim Township,Auditor General,,,JENNIFER MOOR,6
Wyoming,Braintrim Township,Auditor General,,GRN,OLIVIA FAISON,2
Wyoming,Braintrim Township,Auditor General,,Write-Ins,WI,0
Wyoming,Braintrim Township,Auditor General,,Scattered,SC,0
Wyoming,Clinton Township,Auditor General,,DEM,NINA AHMAD,263
Wyoming,Clinton Township,Auditor General,,REP,TIMOTHY DEFOOR,479
Wyoming,Clinton Township,Auditor General,,,JENNIFER MOOR,28
Wyoming,Clinton Township,Auditor General,,GRN,OLIVIA FAISON,14
Wyoming,Clinton Township,Auditor General,,Write-Ins,WI,0
Wyoming,Clinton Township,Auditor General,,Scattered,SC,0
Wyoming,Eaton Township,Auditor General,,DEM,NINA AHMAD,263
Wyoming,Eaton Township,Auditor General,,REP,TIMOTHY DEFOOR,574
Wyoming,Eaton Township,Auditor General,,,JENNIFER MOOR,28
Wyoming,Eaton Township,Auditor General,,GRN,OLIVIA FAISON,13
Wyoming,Eaton Township,Auditor General,,Write-Ins,WI,0
Wyoming,Eaton Township,Auditor General,,Scattered,SC,0
Wyoming,Exeter Township,Auditor General,,DEM,NINA AHMAD,118
Wyoming,Exeter Township,Auditor General,,REP,TIMOTHY DEFOOR,263
Wyoming,Exeter Township,Auditor General,,,JENNIFER MOOR,14
Wyoming,Exeter Township,Auditor General,,GRN,OLIVIA FAISON,6
Wyoming,Exeter Township,Auditor General,,Write-Ins,WI,0
Wyoming,Exeter Township,Auditor General,,Scattered,SC,0
Wyoming,Factoryville Boro Wards 1,Auditor General,,DEM,NINA AHMAD,114
Wyoming,Factoryville Boro Wards 1,Auditor General,,REP,TIMOTHY DEFOOR,117
Wyoming,Factoryville Boro Wards 1,Auditor General,,,JENNIFER MOOR,15
Wyoming,Factoryville Boro Wards 1,Auditor General,,GRN,OLIVIA FAISON,3
Wyoming,Factoryville Boro Wards 1,Auditor General,,Write-Ins,WI,0
Wyoming,Factoryville Boro Wards 1,Auditor General,,Scattered,SC,1
Wyoming,Factoryville Boro Wards 2,Auditor General,,DEM,NINA AHMAD,93
Wyoming,Factoryville Boro Wards 2,Auditor General,,REP,TIMOTHY DEFOOR,112
Wyoming,Factoryville Boro Wards 2,Auditor General,,,JENNIFER MOOR,8
Wyoming,Factoryville Boro Wards 2,Auditor General,,GRN,OLIVIA FAISON,2
Wyoming,Factoryville Boro Wards 2,Auditor General,,Write-Ins,WI,0
Wyoming,Factoryville Boro Wards 2,Auditor General,,Scattered,SC,0
Wyoming,Falls Township,Auditor General,,DEM,NINA AHMAD,321
Wyoming,Falls Township,Auditor General,,REP,TIMOTHY DEFOOR,661
Wyoming,Falls Township,Auditor General,,,JENNIFER MOOR,38
Wyoming,Falls Township,Auditor General,,GRN,OLIVIA FAISON,20
Wyoming,Falls Township,Auditor General,,Write-Ins,WI,0
Wyoming,Falls Township,Auditor General,,Scattered,SC,2
Wyoming,Forkston Township,Auditor General,,DEM,NINA AHMAD,43
Wyoming,Forkston Township,Auditor General,,REP,TIMOTHY DEFOOR,131
Wyoming,Forkston Township,Auditor General,,,JENNIFER MOOR,8
Wyoming,Forkston Township,Auditor General,,GRN,OLIVIA FAISON,1
Wyoming,Forkston Township,Auditor General,,Write-Ins,WI,0
Wyoming,Forkston Township,Auditor General,,Scattered,SC,0
Wyoming,Laceyville Borough,Auditor General,,DEM,NINA AHMAD,33
Wyoming,Laceyville Borough,Auditor General,,REP,TIMOTHY DEFOOR,124
Wyoming,Laceyville Borough,Auditor General,,,JENNIFER MOOR,7
Wyoming,Laceyville Borough,Auditor General,,GRN,OLIVIA FAISON,3
Wyoming,Laceyville Borough,Auditor General,,Write-Ins,WI,0
Wyoming,Laceyville Borough,Auditor General,,Scattered,SC,1
Wyoming,Lemon Township,Auditor General,,DEM,NINA AHMAD,185
Wyoming,Lemon Township,Auditor General,,REP,TIMOTHY DEFOOR,465
Wyoming,Lemon Township,Auditor General,,,JENNIFER MOOR,13
Wyoming,Lemon Township,Auditor General,,GRN,OLIVIA FAISON,10
Wyoming,Lemon Township,Auditor General,,Write-Ins,WI,0
Wyoming,Lemon Township,Auditor General,,Scattered,SC,1
Wyoming,Mehoopany Township,Auditor General,,DEM,NINA AHMAD,88
Wyoming,Mehoopany Township,Auditor General,,REP,TIMOTHY DEFOOR,338
Wyoming,Mehoopany Township,Auditor General,,,JENNIFER MOOR,21
Wyoming,Mehoopany Township,Auditor General,,GRN,OLIVIA FAISON,4
Wyoming,Mehoopany Township,Auditor General,,Write-Ins,WI,0
Wyoming,Mehoopany Township,Auditor General,,Scattered,SC,0
Wyoming,Meshoppen Borough,Auditor General,,DEM,NINA AHMAD,32
Wyoming,Meshoppen Borough,Auditor General,,REP,TIMOTHY DEFOOR,98
Wyoming,Meshoppen Borough,Auditor General,,,JENNIFER MOOR,6
Wyoming,Meshoppen Borough,Auditor General,,GRN,OLIVIA FAISON,0
Wyoming,Meshoppen Borough,Auditor General,,Write-Ins,WI,0
Wyoming,Meshoppen Borough,Auditor General,,Scattered,SC,1
Wyoming,Meshoppen Township,Auditor General,,DEM,NINA AHMAD,87
Wyoming,Meshoppen Township,Auditor General,,REP,TIMOTHY DEFOOR,339
Wyoming,Meshoppen Township,Auditor General,,,JENNIFER MOOR,14
Wyoming,Meshoppen Township,Auditor General,,GRN,OLIVIA FAISON,5
Wyoming,Meshoppen Township,Auditor General,,Write-Ins,WI,0
Wyoming,Meshoppen Township,Auditor General,,Scattered,SC,2
Wyoming,Monroe Township,Auditor General,,DEM,NINA AHMAD,210
